,id_ticket,fecha,id_empleado,id_agente,categoría,tipo,severidad,prioridad,días_resolución,satisfacción,web,índice_,semestre
507,GDLTNR-1042376414,2016-01-07,81.0,24.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
508,GDLTNR-1042484227,2016-04-24,1282.0,2.0,Acceso&%Login,Solicitud,4 - Crítico,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
509,GDLTNR-1042530584,2016-06-09,868.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
510,GDLTNR-1042600891,2016-08-18,639.0,18.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
511,GDLTNR-1042617773,2016-09-04,1817.0,17.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
512,GDLTNR-1042619424,2016-09-06,492.0,24.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
513,GDLTNR-1042629744,2016-09-16,1184.0,17.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
514,GDLTNR-1042633690,2016-09-20,1459.0,16.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
515,GDLTNR-1042648325,2016-10-05,842.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
516,GDLTNR-1042651298,2016-10-08,1099.0,2.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
517,GDLTNR-1042670341,2016-10-27,1534.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
518,GDLTNR-1042679843,2016-11-05,1054.0,48.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
519,GDLTNR-1042691345,2016-11-17,694.0,23.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
520,GDLTNR-1042694686,2016-11-20,1458.0,16.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
521,GDLTNR-1042709150,2016-12-05,755.0,21.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
522,GDLTNR-1042710007,2016-12-06,380.0,30.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
523,GDLTNR-1142420765,2016-02-20,26.0,47.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
524,GDLTNR-1142579820,2016-07-28,1292.0,18.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
525,GDLTNR-1142632699,2016-09-19,89.0,6.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
526,GDLTNR-1142733527,2016-12-29,1942.0,5.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
527,GDLTNR-2042382473,2016-01-13,1797.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
528,GDLTNR-2042383539,2016-01-14,493.0,5.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
529,GDLTNR-2042434961,2016-03-05,1196.0,9.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
530,GDLTNR-2042472760,2016-04-12,1996.0,17.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
531,GDLTNR-2042494278,2016-05-04,977.0,32.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
532,GDLTNR-2042494651,2016-05-04,685.0,36.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
533,GDLTNR-2042495533,2016-05-05,1743.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
534,GDLTNR-2042509689,2016-05-19,1658.0,36.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
535,GDLTNR-2042520490,2016-05-30,1959.0,14.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
536,GDLTNR-2042533164,2016-06-12,456.0,31.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
537,GDLTNR-2042596876,2016-08-14,57.0,8.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
538,GDLTNR-2042616473,2016-09-03,687.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
539,GDLTNR-2042627834,2016-09-14,733.0,38.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
540,GDLTNR-2042634273,2016-09-21,827.0,2.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
541,GDLTNR-2042638029,2016-09-25,92.0,10.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
542,GDLTNR-2142370465,2016-01-01,1656.0,14.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
543,GDLTNR-2142453951,2016-03-24,935.0,19.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,1º semestre
544,GDLTNR-3042382488,2016-01-13,98.0,44.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
545,GDLTNR-3042399143,2016-01-30,1854.0,21.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
546,GDLTNR-3042400654,2016-01-31,615.0,36.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
547,GDLTNR-3042410124,2016-02-10,822.0,21.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
548,GDLTNR-3042422016,2016-02-22,1021.0,40.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
549,GDLTNR-3042458501,2016-03-29,530.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
550,GDLTNR-3042497582,2016-05-07,988.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
551,GDLTNR-3042503124,2016-05-13,262.0,21.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
552,GDLTNR-3042529138,2016-06-08,1373.0,11.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
553,GDLTNR-3042564675,2016-07-13,147.0,16.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
554,GDLTNR-3042579750,2016-07-28,885.0,47.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
555,GDLTNR-3042589341,2016-08-07,1464.0,3.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
556,GDLTNR-3042595668,2016-08-13,1306.0,36.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
557,GDLTNR-3042671463,2016-10-28,1446.0,14.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
558,GDLTNR-3042714553,2016-12-10,145.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
559,GDLTNR-3042723064,2016-12-19,1506.0,10.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
560,GDLTNR-3042729239,2016-12-25,1033.0,12.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
561,GDLTNR-3042731229,2016-12-27,842.0,2.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
562,GDLTNR-3142604951,2016-08-22,1655.0,19.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
563,GDLTNR-3142663190,2016-10-20,869.0,21.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
564,GDLTNR-3142675374,2016-11-01,1067.0,33.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
565,GDLTNR-3142719876,2016-12-15,1957.0,38.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
566,GDLTNR-4042381522,2016-01-12,702.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
567,GDLTNR-4042383539,2016-01-14,1033.0,35.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
568,GDLTNR-4042409254,2016-02-09,215.0,12.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
569,GDLTNR-4042426893,2016-02-26,1289.0,28.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
570,GDLTNR-4042437901,2016-03-08,10.0,19.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
571,GDLTNR-4042533430,2016-06-12,13.0,24.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
572,GDLTNR-4042537513,2016-06-16,1471.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
573,GDLTNR-4042572722,2016-07-21,542.0,17.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
574,GDLTNR-4042574481,2016-07-23,1518.0,4.0,Acceso&%Login,Solicitud,4 - Crítico,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
575,GDLTNR-4042593725,2016-08-11,1222.0,27.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
576,GDLTNR-4042611549,2016-08-29,1204.0,15.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
577,GDLTNR-4042640503,2016-09-27,1630.0,35.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
578,GDLTNR-4142484412,2016-04-24,1471.0,14.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
579,GDLTNR-4142593242,2016-08-11,674.0,32.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
580,GDLTNR-4142658929,2016-10-15,562.0,19.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
581,GDLTNR-4142674103,2016-10-31,1830.0,41.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
582,GDLTNR-4142681073,2016-11-07,717.0,40.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
583,GDLTNR-5042395734,2016-01-26,1373.0,37.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
584,GDLTNR-5042493869,2016-05-03,826.0,8.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
585,GDLTNR-5042497393,2016-05-07,1469.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
586,GDLTNR-5042562757,2016-07-11,45.0,27.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
587,GDLTNR-5042565288,2016-07-14,878.0,2.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
588,GDLTNR-5042613692,2016-08-31,1049.0,36.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
589,GDLTNR-5042635424,2016-09-22,582.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
590,GDLTNR-5042637799,2016-09-24,609.0,37.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
591,GDLTNR-5042638156,2016-09-25,1535.0,21.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
592,GDLTNR-5042644429,2016-10-01,1722.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
593,GDLTNR-5042648381,2016-10-05,598.0,23.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
594,GDLTNR-5042650593,2016-10-07,1919.0,15.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
595,GDLTNR-5042715644,2016-12-11,94.0,16.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
596,GDLTNR-5142376446,2016-01-07,1364.0,44.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
597,GDLTNR-5142420863,2016-02-20,716.0,38.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
598,GDLTNR-5142539863,2016-06-18,636.0,18.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
599,GDLTNR-5142576235,2016-07-25,243.0,32.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
600,GDLTNR-5142728621,2016-12-24,1892.0,36.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,1.0,www.tractchun.es,1.0,2º semestre
601,GDLTNR-6042375757,2016-01-06,775.0,47.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
602,GDLTNR-6042380545,2016-01-11,284.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
603,GDLTNR-6042395166,2016-01-26,1906.0,31.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
604,GDLTNR-6042396225,2016-01-27,1132.0,12.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
605,GDLTNR-6042419060,2016-02-19,856.0,30.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
606,GDLTNR-6042431801,2016-03-02,740.0,8.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
607,GDLTNR-6042436736,2016-03-07,1413.0,27.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
608,GDLTNR-6042454006,2016-03-25,510.0,10.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
609,GDLTNR-6042459801,2016-03-30,680.0,38.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
610,GDLTNR-6042482801,2016-04-22,800.0,18.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
611,GDLTNR-6042518079,2016-05-28,707.0,20.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
612,GDLTNR-6042526866,2016-06-05,686.0,8.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
613,GDLTNR-6042535371,2016-06-14,1507.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
614,GDLTNR-6042539448,2016-06-18,1594.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
615,GDLTNR-6042627410,2016-09-14,821.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
616,GDLTNR-6042631596,2016-09-18,1109.0,35.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
617,GDLTNR-6042648947,2016-10-05,774.0,29.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
618,GDLTNR-6042713359,2016-12-09,575.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
619,GDLTNR-6042713459,2016-12-09,1315.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
620,GDLTNR-6342502271,2016-05-12,407.0,22.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,3.0,1.0,www.tractchun.es,1.0,1º semestre
621,GDLTNR-7042388828,2016-01-19,942.0,28.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
622,GDLTNR-7042418515,2016-02-18,341.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
623,GDLTNR-7042452410,2016-03-23,211.0,34.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
624,GDLTNR-7042454540,2016-03-25,1954.0,15.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
625,GDLTNR-7042478511,2016-04-18,851.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
626,GDLTNR-7042479331,2016-04-19,1033.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
627,GDLTNR-7042523727,2016-06-02,1382.0,17.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
628,GDLTNR-7042561005,2016-07-10,1320.0,40.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
629,GDLTNR-7042578073,2016-07-27,297.0,10.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
630,GDLTNR-7042605032,2016-08-23,853.0,20.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
631,GDLTNR-7042611722,2016-08-29,1722.0,27.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
632,GDLTNR-7042616173,2016-09-03,1837.0,31.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
633,GDLTNR-7042622723,2016-09-09,882.0,47.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
634,GDLTNR-7042626870,2016-09-13,527.0,48.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
635,GDLTNR-7042649777,2016-10-06,1657.0,27.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
636,GDLTNR-7042657213,2016-10-14,1651.0,2.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
637,GDLTNR-7042695139,2016-11-21,43.0,31.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
638,GDLTNR-7042697799,2016-11-23,1579.0,17.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
639,GDLTNR-7042698066,2016-11-24,1586.0,20.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
640,GDLTNR-7142575099,2016-07-24,1439.0,10.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,2º semestre
641,GDLTNR-8042372915,2016-01-03,341.0,19.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
642,GDLTNR-8042404211,2016-02-04,1621.0,42.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,1º semestre
643,GDLTNR-8042435070,2016-03-06,777.0,20.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
644,GDLTNR-8042445458,2016-03-16,1595.0,44.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
645,GDLTNR-8042487679,2016-04-27,1517.0,16.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,1º semestre
646,GDLTNR-8042534393,2016-06-13,1639.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
647,GDLTNR-8042549357,2016-06-28,1595.0,43.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,4.0,www.tractchun.es,1.0,1º semestre
648,GDLTNR-8042558882,2016-07-07,1028.0,18.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
649,GDLTNR-8042617620,2016-09-04,1982.0,26.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
650,GDLTNR-8042621261,2016-09-08,1366.0,42.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
651,GDLTNR-8042663507,2016-10-20,670.0,15.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
652,GDLTNR-8042665948,2016-10-22,1044.0,9.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
653,GDLTNR-8042686545,2016-11-12,1914.0,35.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
654,GDLTNR-8042690999,2016-11-16,669.0,9.0,Acceso&%Login,Solicitud,4 - Crítico,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
655,GDLTNR-8042699214,2016-11-25,1491.0,12.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
656,GDLTNR-8042699338,2016-11-25,1373.0,33.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
657,GDLTNR-8042703107,2016-11-29,870.0,41.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
658,GDLTNR-8042715769,2016-12-11,1036.0,27.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,5.0,www.tractchun.es,1.0,2º semestre
659,GDLTNR-8042722510,2016-12-18,351.0,45.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,0.0,1.0,www.tractchun.es,1.0,2º semestre
660,GDLTNR-8142438769,2016-03-09,456.0,7.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,1.0,5.0,www.tractchun.es,1.0,1º semestre
661,GDLTNR-8242376265,2016-01-07,1886.0,12.0,Acceso&%Login,Solicitud,2 - Normal,0 - Sin Asignar,2.0,5.0,www.tractchun.es,1.0,1º semestre
